avg_count_5s,avg_count_10s,avg_count_30s,tot_dist,avg_vel,paste_count,IP_country_code,risk
4.52,6.4,16.39,6748.87,1.2,0,TR,medium
5.88,7.99,25.04,6052.02,1.76,0,RU,medium
7.36,6.61,13.1,7576.8,2.87,0,PK,medium
5.42,9.57,13.8,0,0,0,IN,medium
7.76,9.22,11.93,5048.84,2.44,0,TR,medium
5.4,8.66,20.55,5504.05,2.84,0,CL,medium
5.02,6.21,13.53,6464.53,2.62,0,RU,medium
5.83,9.28,21.94,7384.67,2.01,0,US,medium
6.01,7.1,13,7815.54,1.29,0,RU,medium
6.27,7.17,23.3,5167.96,1.12,2,US,medium
7.46,9.49,20.05,6920.68,2.15,0,CL,medium
5.72,8.46,20.48,7619.46,1.95,0,PK,medium
4.92,7.95,11.67,7855.39,2.45,3,UK,medium
5.17,6.98,20.31,6185.2,2.35,3,UK,medium
7.88,6.66,18.07,8252.99,2.03,1,CL,medium
5.72,8.1,27.5,5693.33,1.31,0,US,medium
7.8,7.28,13.12,6217.16,1.04,0,TR,medium
5.02,6.88,15.5,5965.2,2.81,0,CL,medium
6.97,6.63,24.61,5436.05,2.27,0,US,medium
5.21,6.58,11.14,8150.96,1.48,0,RU,medium
6.12,6.57,13.71,7946.65,2.86,0,TR,medium
7.01,8.22,23.59,0,0,2,RU,medium
6.62,8.03,12.84,6656.25,1.73,2,PK,medium
7.16,6.58,14.13,8243.69,1.85,1,US,medium
6.17,8.64,24.09,7731.69,1.62,0,TR,medium
7.84,9.19,17.51,8216.26,2.89,0,US,medium
4.12,8.18,15.61,6047.62,2.37,0,PK,medium
4.05,8.98,15.6,0,0,0,CL,medium
5.24,9.57,15.8,8097.3,2.69,0,US,medium
6.81,7.97,18.53,0,0,1,TR,medium
5.96,8.63,20.46,6111.21,1.59,0,PK,medium
7.09,6.8,11.99,5412.71,1.14,0,IN,medium
6.19,7.31,22.21,5031.63,1.48,0,UK,medium
4.06,7.47,26,6295.16,2.45,3,RU,medium
7.08,6.69,14.47,4720.99,1.57,0,CL,medium
6.25,6.99,21.52,6976.56,1.07,3,PK,medium
5.43,8.7,21.34,5311.84,2.97,0,IN,medium
6.69,9.98,11.98,6724.74,1.54,2,US,medium
4.93,9.41,14.39,6056.21,2.31,1,IN,medium
6.49,9.77,24.66,6081.33,2,0,TR,medium
4.77,7.52,27.08,6928.53,2,0,CL,medium
7.22,6.16,12.52,5550.85,2.46,0,BR,medium
4.3,7.08,18.3,6571.38,1.23,0,TR,medium
4.94,6.55,15.31,6797.88,2.06,3,TR,medium
5.36,7.6,14.61,8058.29,2.07,0,CL,medium
4.2,6.91,25.04,5799,1.89,2,BR,medium
5.6,8.98,17.87,7100.81,2.58,0,CL,medium
5.71,8.74,27.77,4863.12,2.65,0,UK,medium
6.17,6.29,26.07,6225.35,1.88,0,UK,medium
4.07,7.7,26.98,6664.93,1.82,3,BR,medium
4.64,7.32,10.02,6055.95,1.17,0,TR,medium
6.29,6.6,13.47,0,0,0,US,medium
7.16,9.92,23.45,6402.5,2.7,1,RU,medium
6.14,8.64,15.81,6179.2,1.13,0,TR,medium
6.15,6.9,12.78,8232.98,2.58,0,US,medium
6.01,9.95,18.12,5523.84,2.69,0,RU,medium
5.86,9.37,11.81,5275.44,1.73,0,PK,medium
7.67,8.77,13.15,7749.52,2.68,0,CL,medium
4.16,6.86,17.26,6866.41,2.19,0,US,medium
6.11,8.43,12.18,0,0,0,BR,medium
6.86,9.52,16.15,5010.18,3,0,UK,medium
5.02,7.06,15.23,0,0,0,BR,medium
5.3,7.73,24.11,5809.61,2.94,0,IN,medium
7.96,8.39,12.84,5720.38,1.31,0,US,medium
7.07,6.94,21.32,7381.3,2.71,0,PK,medium
6.82,7.73,19.28,5190.25,1.61,3,US,medium
5.33,9.83,27.87,6097.89,1.37,0,BR,medium
4.45,6.25,29.85,0,0,0,RU,medium
5.17,9.78,29.14,8068.04,1.04,2,BR,medium
4.49,6.01,29.84,7760.41,2.88,0,PK,medium
5.44,9.85,10.46,6880.99,1.33,0,BR,medium
4.8,8.99,14.4,7750.01,1.67,0,IN,medium
4.01,9.38,19.41,7791.62,2.75,2,RU,medium
7.01,9.87,23.57,0,0,3,US,medium
6.14,8.03,26.19,5910.67,2.47,0,BR,medium
4.52,8.8,24.15,8005.28,2.68,3,BR,medium
4.74,7.21,25.42,5380.79,2.9,3,UK,medium
6.36,9.26,26.48,6951.18,1.62,0,US,medium
7.98,8.03,0,6617.2,2.55,1,US,medium
7.1,9.04,22.06,7623.5,2.96,0,RU,medium
5.11,9.34,15.48,6456.68,2.76,2,US,medium
6.92,9.76,16.31,6916.98,1.08,1,UK,medium
4.29,0,0,7847.4,2.29,2,CL,medium
6.97,7.93,23.57,4747.44,2.81,3,US,medium
4.31,7.19,26.03,6724.01,1.26,2,US,medium
6.79,6.53,27.02,5354.07,1.41,0,US,medium
6.33,7.29,14.43,8127.26,2.94,0,CL,medium
7.28,7.32,12.06,6243.93,1.42,1,IN,medium
5.84,9.15,14.25,0,0,0,PK,medium
7.94,8.99,26.56,8481.4,2.12,0,RU,medium
0,0,0,8163.84,1.35,1,CL,medium
7.05,7.45,10,8205.87,2.38,2,BR,medium
5.01,6.83,28.7,7004.64,2.23,0,RU,medium
6.96,6.39,25.76,7627.61,1.17,0,CL,medium
6.01,9.28,23.5,5833.62,1.16,0,US,medium
4.95,9.29,26.15,7592.31,2.47,0,BR,medium
6.57,9.39,13.95,0,0,0,BR,medium
6.41,6.93,23.76,4876.88,2.4,1,RU,medium
5.41,7.6,18.8,4726.6,2.9,0,BR,medium
5.53,6.9,24.43,0,0,1,PK,medium
7.84,6.28,17.85,6738.11,1.56,0,BR,medium
4.44,7.69,16.42,6272.24,1.36,1,PK,medium
7.27,7.22,23.31,5679.4,2.46,2,PK,medium
4.34,8.59,25.56,5094.81,2.5,0,BR,medium
6.19,6.93,19.1,0,0,0,IN,medium
4.69,9.63,22.89,7384.55,1.34,0,PK,medium
5.76,7.45,22.55,5956.85,2.82,2,PK,medium
5.09,6.75,14.36,6499.24,2.06,0,TR,medium
5.64,8.18,29.05,6700.61,2.48,2,PK,medium
4.96,8.8,15.89,5633.6,2.02,0,UK,medium
6.58,9.07,19.01,4956.56,1.01,0,CL,medium
7.08,6.18,10.25,7888.28,1.41,0,PK,medium
4.68,6.55,10.25,6106.6,2.93,0,BR,medium
6.47,9.37,28.57,6987.15,1.59,0,BR,medium
4.33,7.33,21.16,5093.56,2.77,2,TR,medium
6.29,6.94,27.89,5827.34,1.63,3,PK,medium
4.11,6.17,20.84,5317.95,2.86,0,BR,medium
5.86,7.7,18.25,5481.21,2.94,0,BR,medium
5.85,8.6,17.92,8334.42,2.14,0,RU,medium
4.23,8.68,12.61,4570.48,1.37,1,TR,medium
7.53,6.44,21.48,5913.23,1.88,0,US,medium
5.61,8.27,12.1,4922.58,1.02,0,UK,medium
7.56,0,0,0,0,2,US,medium
4.32,6.92,25.2,6455.16,1.71,0,TR,medium
7.02,6.07,24.41,0,0,0,IN,medium
4.12,8.46,26.72,5225.87,2.53,0,PK,medium
7.87,8.28,18.1,0,0,0,PK,medium
6.27,6.46,26.1,6884.9,1.87,1,US,medium
7.87,8.56,0,0,2.62,0,BR,medium
5.23,6.37,11.85,6248.69,1.09,0,CL,medium
6.52,8.97,13.11,7983.19,2.02,0,BR,medium
0,0,0,7492.68,1.45,3,TR,medium
4.14,7.54,29.6,6727.25,2.59,0,BR,medium
6.71,9.35,29.99,0,0,2,CL,medium
7.78,9.97,11.03,0,0,0,BR,medium
4.01,6.24,20.79,5930.92,2.04,1,PK,medium
5.24,7.99,18.9,5076.57,2.84,1,IN,medium
6.13,7.4,29.26,8117.9,2.2,0,IN,medium
4.74,7.26,11.31,8199.47,2.95,0,US,medium
4.25,7.2,13.93,4885.22,2.46,0,IN,medium
6.14,9.41,17.68,5350.36,2.2,0,PK,medium
5.23,8.97,13.39,7012.27,2.77,0,US,medium
7.46,6.54,12.94,0,0,0,RU,medium
6.82,8.04,21.91,4804.34,1.5,1,US,medium
4.18,7.86,10.01,6681.1,2.36,1,UK,medium
5.37,7.13,26.82,0,0,0,CL,medium
6.37,7.34,21.54,6659.38,1.97,2,TR,medium
4.48,8.53,14.06,0,0,2,CL,medium
5.02,6.08,25.62,7008.68,1.37,0,IN,medium
7.12,9.74,18.01,6336.09,1.39,0,PK,medium
4.07,7.44,21.44,5661.4,1.69,2,PK,medium
0,0,0,6222.17,2.27,0,US,medium
7.52,6.24,20.37,6706.97,1.68,0,RU,medium
4.53,6.74,14.31,5587.99,2.27,3,CL,medium
4.27,9.97,0,0,0,0,UK,medium
4.49,7.17,16.16,5443.37,1.46,0,IN,medium
7.91,7.09,28.61,8471.46,2.63,0,CL,medium
7.46,6.67,22.61,0,0,2,UK,medium
7.3,7.33,29.44,6995.94,1.36,0,CL,medium
4.58,7.94,18.48,6328,1.23,0,TR,medium
5.32,7.29,0,4866.91,2.59,0,PK,medium
4.88,8.5,23.83,6103.57,2.46,0,RU,medium
4.07,9.01,18.27,0,0,0,IN,medium
4.04,9.36,12.69,4766.19,1.68,0,BR,medium
4.74,7.39,13.2,5608.12,1.1,0,UK,medium
6.92,6.93,19.07,5654.36,1.9,0,UK,medium
4.34,7.9,17,5238.75,2.35,0,US,medium
6.42,9.01,18.01,8279.54,2,3,UK,medium
4.94,6.37,21.95,0,0,0,US,medium
4.76,8.74,22.24,0,0,0,RU,medium
7.62,8.36,16.49,7614.33,1.12,0,UK,medium
6.75,6.76,14.63,7757.95,2.7,0,CL,medium
4.67,6.8,29.27,4589.31,1.49,0,RU,medium
7.97,9.95,20.14,8219.64,2.93,0,IN,medium
6.93,7.25,29.7,6166.3,2.67,2,CL,medium
4.67,8.92,12.98,4644.52,2.18,0,CL,medium
7.03,8.29,24.86,0,0,0,PK,medium
6.92,8.38,12.64,0,0,0,BR,medium
5.9,9.87,0,6868.51,1.11,0,UK,medium
4.41,6.12,22.58,6474.05,1.03,1,UK,medium
6.25,9.67,15.76,7713.3,1.9,2,BR,medium
5.21,7.89,26.58,6993.95,2.49,0,CL,medium
4.38,9.55,16,5230.61,2.64,2,PK,medium
4.77,8.09,12.61,5696.43,2.43,1,CL,medium
6.27,7.01,29.39,8403.2,1.36,0,US,medium
7.64,7.26,24.01,7321.49,1.44,0,US,medium
5.18,9.39,0,4564.06,2.39,3,RU,medium
4.93,8.99,19.35,0,0,0,UK,medium
6.96,9.98,13.08,0,0,0,RU,medium
7.88,6.24,23.44,7809.86,2.37,0,CL,medium
4.36,7.5,15.12,5895.77,1.02,0,CL,medium
4.1,8.76,12.96,7345.42,1.1,0,RU,medium
4.64,9.4,18.79,4780.98,1.26,0,PK,medium
6.9,7.74,23.1,6232,2.68,0,CL,medium
4.16,8.1,15.55,0,0,1,BR,medium
6.41,9.88,11.57,5576.5,2.11,0,UK,medium
5.27,0,0,7754.4,2.64,0,CL,medium
7.91,9.23,18.07,4882.31,2.5,3,RU,medium
7.85,8.26,26.26,7607.01,2.78,0,TR,medium
6.19,9.39,22.14,4737.41,2.1,0,CL,medium
6.58,8.19,25.78,4655.73,2.25,0,PK,medium
5.74,9.16,21.73,0,0,1,RU,medium
4.72,6.18,0,4849.19,2.37,3,US,medium
6.88,8.67,19.7,0,0,0,TR,medium
5.9,9.47,27.09,6549.66,2.51,0,CL,medium
7.92,10,25.82,8307.47,2.1,0,UK,medium
6.65,7.59,18.09,5887.18,2.88,0,CL,medium
6.82,8.98,23.52,6264.1,2.19,1,TR,medium
7.6,8.56,22,7594.71,2.2,0,PK,medium
4.6,7.45,23.16,5075.48,1.62,0,US,medium
7.84,9.29,21.37,6687.33,2.15,2,TR,medium
6.13,8.52,27.07,6924.41,1.66,0,CL,medium
4.23,8.78,18.53,0,0,0,US,medium
5.74,9.7,23.22,7523.49,2.16,0,BR,medium
5.92,0,0,5838.02,1.34,0,PK,medium
7.36,7.01,21.31,0,0,2,BR,medium
5.82,7.16,16.85,6994.41,1.18,0,BR,medium
6.79,7.67,29.98,4666.03,1.37,0,PK,medium
5.25,6.37,22.27,0,0,2,CL,medium
6.33,7.34,28.06,5901.44,2.34,2,TR,medium
5.8,6.12,12.88,7688.96,2.08,0,UK,medium
4.65,7.42,17.43,0,0,0,BR,medium
5.04,6.49,11.87,0,0,1,RU,medium
5.41,6.17,21.27,6327.17,2.32,3,TR,medium
7.94,9.15,29.8,5885.54,1.82,1,PK,medium
4.83,7.42,22.82,0,0,0,UK,medium
6.16,7.61,15.91,8037.95,2.35,3,RU,medium
5.85,9.69,11.08,8491.66,2.37,3,IN,medium
4.93,6.08,28.87,6799.89,1.43,0,UK,medium
5.37,6.67,11.63,4968.96,2.78,0,PK,medium
6.12,9.62,22.05,5836.01,1.9,0,UK,medium
5.23,9.23,17.74,6874.43,2.21,1,RU,medium
6.68,7.92,13.95,6636.16,1.2,0,TR,medium
6.12,9.18,25.23,5143.03,1.16,0,US,medium
6.79,7.47,25,4970.01,1.55,0,BR,medium
4.29,9.27,25.88,6146.48,2.74,1,CL,medium
5.39,8.97,11.77,6572.16,2.95,0,RU,medium
7.03,6.01,27.3,6192.08,1.48,0,UK,medium
6.78,9.74,24.77,6592.92,1.39,2,BR,medium
4.75,9.04,25.62,6839.21,1.34,0,RU,medium
4.07,8.81,16.85,7182.06,1.28,1,IN,medium
7.87,6.41,19.63,7023.63,2.4,0,PK,medium
5.47,6.02,27.11,6515.53,2.98,3,CL,medium
6.31,6.94,14.03,0,0,0,IN,medium
6.61,8.66,10.33,8042.73,1.28,0,IN,medium
5.12,7.86,13.86,6737.14,1.64,1,BR,medium
4.77,7.64,28.46,0,0,0,UK,medium
4.79,7.52,14.86,6049.87,1.01,0,US,medium
4.26,9.82,27.95,5197.24,2.35,1,CL,medium
6.18,9.91,11.01,4862.01,2.76,3,TR,medium
4.14,6.27,17.65,8011.02,1.21,0,UK,medium
6.75,6.41,18.65,5661.42,2.01,0,RU,medium
4.77,8.16,13.66,5855.88,2.18,2,TR,medium
4.31,6.65,13.15,4599.81,2.7,0,PK,medium
5.18,7.19,11.72,4545.21,2.92,0,RU,medium
7.53,6.04,21.84,6846.78,2.75,1,UK,medium
6.02,7.99,25.2,4737.81,1.14,0,TR,medium
6.52,6.48,15,7817.68,1.55,0,PK,medium
5.22,6.62,10.02,7910.68,1.64,0,UK,medium
5.56,6.83,11.29,5034.75,2.7,0,CL,medium
6.11,8.81,11.08,7312.64,2.69,0,BR,medium
6.85,7.07,13.93,4660.2,1.95,0,TR,medium
4.95,7.21,22.88,7716.04,1.13,1,BR,medium
5.49,8.36,12.24,7375.37,1.63,1,IN,medium
5.61,8.9,24.75,7219.16,1.82,0,RU,medium
4.17,8.37,17.91,7960.15,2.44,0,CL,medium
6.88,6.68,22.31,8312.42,2.87,0,RU,medium
6.45,9.95,21.97,6632.95,2.53,0,RU,medium
5.72,7.99,14.89,7831.18,2.01,0,PK,medium
6.33,6.67,26.18,5460.82,2.49,0,UK,medium
6.58,6.19,15.36,5287.78,2.3,0,BR,medium
6.95,6.68,26.11,5748.13,2.55,0,RU,medium
7.58,9.87,22.49,7527.08,2.05,0,US,medium
5.52,7.85,27.97,7157.57,2.63,0,PK,medium
4.94,8.31,10.28,6310.1,2.91,3,CL,medium
7.86,6.32,17.91,4934.72,1.44,2,US,medium
7,9.86,16.91,6496.36,1.74,2,RU,medium
5.72,8.48,23.57,6016.4,2.19,2,PK,medium
4.96,8.22,12.35,0,0,0,BR,medium
4.12,8.89,17.27,7155.4,2.87,0,CL,medium
5.67,9.48,20.35,6739.67,1.4,3,IN,medium
5.64,9.9,28.55,6279.21,2.76,0,UK,medium
4.18,9.09,22.41,8439.89,1.37,0,PK,medium
7.02,8.89,14.74,0,0,0,UK,medium
5.84,6.66,0,5396.29,2.11,0,US,medium
6.32,7.17,26.53,7763.03,1.68,0,CL,medium
0,0,0,8206.45,1.28,2,US,medium
6.8,7.91,14.99,6779.43,2.94,0,TR,medium
5.45,6.27,29.56,5891.16,1.13,1,CL,medium
7.66,9.2,23.89,7010.68,1.97,0,US,medium
7.02,6.51,28.44,0,0,0,PK,medium
5.93,9.73,28.68,6913.91,2.34,0,IN,medium
4.12,8.78,25.65,0,0,0,IN,medium
6.83,8.01,16.51,6640.04,2.2,0,US,medium
7.87,6.6,23.13,6302.09,1.21,0,IN,medium
6.77,6.55,16.59,4525.2,2.46,3,TR,medium
7.33,6.25,13.33,5301.75,1.1,0,UK,medium
4.34,9.47,21.72,5888.4,2.36,0,CL,medium
4.49,9.22,28.06,7797.62,1.6,0,TR,medium
5.45,6.06,25.06,8381.68,2.21,0,IN,medium
5.47,8.63,15.73,7956.98,2.81,0,IN,medium
4.24,8.38,20.89,5626.86,1.82,3,UK,medium
5.68,9.47,12.79,4728.58,1.75,0,CL,medium
7.56,7.5,29.91,4744.77,2.63,0,PK,medium
5.98,6.81,14.5,4513.73,2.84,3,RU,medium
5.57,8.36,24.08,4722.21,1.41,2,UK,medium
6.7,6.74,11.82,0,0,0,US,medium
6.43,9.48,18.51,6174.62,2.28,0,IN,medium
7.56,9.49,24.21,5868.1,2.38,1,TR,medium
6.43,6.68,23.12,6373.26,2.77,1,US,medium
6.93,7.21,27.75,0,0,2,PK,medium
4.64,9.74,17.23,6278.78,2.8,0,CL,medium
6.09,9.4,23.88,0,0,2,CL,medium
5.24,8.19,25.07,6870.8,1.24,0,PK,medium
7.83,7.42,18.28,6095.69,2.4,0,UK,medium
4.35,6.4,12.02,6781.64,2.5,0,RU,medium
5.09,0,0,6129.17,2.38,0,CL,medium
5.57,8.47,26.93,7429.02,2.27,0,BR,medium
5.12,7.36,26.6,5003.82,1.97,2,CL,medium
5.01,7.44,29.5,5336.48,1.35,0,US,medium
6.88,7.76,22.52,7628.4,1.8,0,BR,medium
7.6,9.87,17.5,6527.58,2.92,0,CL,medium
6.55,9.46,23.18,8388.4,1.61,0,UK,medium
4.9,8.14,12.63,6288.26,2.64,0,RU,medium
7.7,9.52,29.62,7897.28,1.11,0,RU,medium
5.69,9.6,10.47,4503.21,1.84,0,IN,medium
6.74,9.42,27.32,7742.95,2.28,0,RU,medium
6.33,6.83,13.41,4565.59,1.88,1,UK,medium
4.38,9.25,27.62,8185.45,2.41,3,CL,medium
4.74,8.12,26.27,8231.35,2.57,1,TR,medium
6.18,8.79,13.94,5454.39,1.23,2,PK,medium
7.76,7.7,24.87,6175.98,2.51,0,IN,medium
4.69,8.48,23.48,7583.03,2.32,0,BR,medium
4.59,8.6,28.77,6377.54,1.22,1,US,medium
6.6,9.1,15.36,8330.77,2.62,0,TR,medium
5.95,6.23,15.02,4741.37,1.6,1,BR,medium
5.88,8.42,14.23,4640.08,1.61,0,IN,medium
7.41,8.57,21.06,5100.45,1.54,0,US,medium
7.98,8.06,26.22,8285.36,2.28,0,RU,medium
7.14,9.06,0,8299.5,1.17,0,IN,medium
6.59,7.36,0,7732.72,2.49,0,PK,medium
5.08,6.63,13.82,6363.69,2.33,0,UK,medium
5.92,6.55,18.2,6240.81,1.92,0,CL,medium
7.42,9.86,16.44,5630.35,2.57,0,US,medium
4.31,7.07,12.25,8410.95,2.85,0,RU,medium
4.59,6.45,12.56,6675.76,2.65,0,PK,medium
5.46,6.88,0,7015.85,2.58,0,RU,medium
7.09,9.36,23.57,6340.02,2.73,3,RU,medium
6.71,6.61,21.21,4993.19,2.79,0,PK,medium
5.85,9.35,17.99,6029.05,2.93,1,TR,medium
4.15,7.62,13.22,7869.41,2.21,0,IN,medium
4.94,8.03,27.84,6859.71,2.71,1,US,medium
6.14,9.71,0,7637.7,2.39,0,TR,medium
5.67,0,0,7997.12,2.84,1,UK,medium
7.14,8.35,21.5,4686.03,2.67,0,RU,medium
4.12,7.36,20.73,7922.1,1.2,1,PK,medium
6.82,9.89,10.58,4801.67,1.32,0,RU,medium
5.91,9.18,28.76,8277.85,1.62,0,TR,medium
4.68,7.71,24.77,8392.83,1.46,0,CL,medium
6.03,6.68,0,5904.85,1.42,0,BR,medium
4.84,6.86,24.36,8174.68,1.7,1,BR,medium
4.51,7.64,20.83,7317.42,2.64,0,PK,medium
5.19,6.25,15.12,6625.13,2.1,0,TR,medium
5.72,8.64,15.96,0,0,0,TR,medium
6.66,8.09,24.7,6304.93,2.13,0,UK,medium
4.45,9.14,12.06,7087.48,2.93,0,UK,medium
6.9,0,0,8140.2,1.38,2,TR,medium
4.38,9.03,23.93,4663.99,1.84,0,UK,medium
7.42,8.44,10.83,0,0,0,IN,medium
6.07,8.78,22.58,5875.79,1.09,0,BR,medium
4.08,8.88,15.31,0,0,0,BR,medium
7.13,7.49,10.74,6644.87,2.9,0,RU,medium
7.67,8.56,20.56,6966.03,2.96,3,IN,medium
7.1,8.64,10.11,0,0,0,US,medium
4.75,9.8,15.3,0,0,3,UK,medium
5.65,6.83,19.39,7226.33,1.88,0,CL,medium
6.69,9.54,27.83,6508.54,2.94,3,UK,medium
5.3,9.97,28.15,0,0,0,TR,medium
5.05,7.94,19.21,5163.91,2.8,2,PK,medium
6.7,7.3,27.74,5111.21,2.78,3,IN,medium
7.44,9.18,17.46,0,0,0,TR,medium
6.78,8.76,18.74,6683.77,1.1,2,US,medium
7.86,7.91,21.37,0,0,2,BR,medium
5.52,7.03,18.09,6602.1,2.04,0,IN,medium
5.41,8.2,11.65,7736.13,2.95,0,US,medium
4.94,8.03,15.63,7875.25,1.67,0,TR,medium
4.25,6.64,11.76,6436.1,1.44,0,RU,medium
4.25,9.26,14.03,7423.97,1.83,0,CL,medium
4.08,8.68,26.63,5219.63,2.21,0,IN,medium
5.98,8.07,0,0,0,0,RU,medium
6.46,0,0,7873.14,2.08,2,CL,medium
5.85,8.22,23.24,4801.56,2.21,0,RU,medium
6.84,6.18,24.05,6717.81,1.99,3,US,medium
4.09,9.42,13.7,0,0,1,US,medium
4.38,9.48,13.53,7812.17,1.98,0,BR,medium
6.64,9.7,23.42,6514.68,2.72,1,PK,medium
4.09,7.43,20.98,8287.48,2.24,0,CL,medium
7.76,8.26,15.85,5813.82,1.64,0,US,medium
5.49,7.56,16.43,7644.79,1.7,1,TR,medium
7.22,8.89,22.31,4668.77,1.75,2,RU,medium
4.03,7.09,22.72,5552.96,2.71,0,PK,medium
6.62,9.5,28.97,6062.07,1.54,0,CL,medium
6.36,6.15,19.76,5330.58,1.79,0,CL,medium
4.52,9.91,23.17,7775.3,2.03,0,CL,medium
6.38,7.07,29.59,0,0,0,CL,medium
5.97,7.52,23.9,6071.32,2.01,0,CL,medium
5.61,9.36,29.89,0,0,0,IN,medium
5.18,8.01,24.59,5588.43,2.35,0,CL,medium
4.24,9.18,23.75,0,0,0,TR,medium
6.93,9.33,20.49,7779.46,1.35,2,RU,medium
7.46,6.01,26.98,5697.29,2.01,1,UK,medium
4.82,6.63,11.2,6809.27,2.34,0,UK,medium
4.6,7.26,24.26,6420.13,1.24,0,IN,medium
6.41,6.78,16.18,5298.76,2.26,2,RU,medium
5.21,7.9,24.88,8017.39,2.47,1,IN,medium
5.1,6.61,20.17,5773.46,1.25,0,PK,medium
6.54,8.48,28.33,4871.24,2.83,3,UK,medium
5.37,6.79,25.64,6490.89,2.94,0,CL,medium
6.06,7.06,16.93,5521.48,2.69,0,US,medium
7.07,9.59,28.45,4691.49,2.05,0,PK,medium
7.17,8.07,26.85,5234.73,1.19,3,CL,medium
5.13,8.75,29.15,5204.98,2.85,0,IN,medium
5.3,6.42,22.36,6286.35,1.43,0,UK,medium
4.9,9.37,25.83,6036.08,1.12,0,TR,medium
6.03,6.76,12.58,8101.92,1.1,1,US,medium
4.91,7.41,18.12,7285.9,1.87,0,UK,medium
6.91,9.96,12.07,6860.89,1.82,1,BR,medium
6.4,7.41,13.63,7647,2.29,0,TR,medium
6.02,8.81,13.54,6510.68,2.12,0,UK,medium
5.01,7.93,19,8399.17,2.28,0,RU,medium
7.08,9.45,15.47,0,0,1,RU,medium
5.41,6.36,17.89,7086.3,1.22,0,TR,medium
6.31,8.59,28.29,7036.21,1.85,0,BR,medium
7.89,6.15,11.07,7600.25,2.21,1,TR,medium
4.07,6.08,17.18,6466.33,2.62,0,TR,medium
6.3,9.7,15.61,0,0,3,UK,medium
4.59,8.69,11,7669.57,2.08,0,US,medium
4.02,9.43,28.74,0,0,0,TR,medium
6.92,9.99,29.29,0,0,0,US,medium
4.63,6.5,26.54,8279.04,2.66,0,IN,medium
7.08,9.54,12.59,4927.52,2.07,1,CL,medium
4.9,8.71,15.29,7856.17,1.67,2,CL,medium
7.81,9.18,27.25,8309.87,2.72,0,IN,medium
4.72,8.71,18.48,8303.96,1.33,1,RU,medium
4.52,9.7,20.8,0,0,3,IN,medium
8,9.98,26.38,7839.1,1.33,0,PK,medium
7.31,9.46,29.68,4803.6,2.87,2,PK,medium
6.62,7.9,11.21,7948.71,1.35,2,TR,medium
4.4,7.84,21.96,4976.35,2.65,0,US,medium
7.06,9.79,11.95,5181.54,1.03,0,PK,medium
5.61,9.32,18.74,5832.1,1.74,2,PK,medium
4.07,7.9,19.27,5759.6,2.92,1,UK,medium
4.99,9.89,17.43,6512.8,1.56,0,BR,medium
5.75,8.07,13.42,6618.94,1.51,2,CL,medium
6.83,9.48,11.18,5672.76,2.77,0,BR,medium
4.83,9.34,28.63,5156.45,2.27,2,US,medium
5.34,7.96,15.79,5108.38,2.75,0,BR,medium
6.12,6.97,24.73,7451.59,1.12,2,PK,medium
6.53,7.2,0,7581.26,1.6,1,TR,medium
4,6.54,29.38,8292.84,2.53,0,CL,medium
6.34,8.68,10.3,5826.08,1.93,0,PK,medium
7.74,8.68,21,5991.58,1.57,2,US,medium
6.06,6.15,14.11,5835.71,1.73,0,BR,medium
0,0,0,7164.77,2.55,2,UK,medium
4.11,9.88,16.49,0,0,0,RU,medium
6.47,8.82,11.79,7268.82,1.03,0,US,medium
4.19,9.75,23.48,7492.85,1.98,0,PK,medium
7.64,9.27,26.31,0,0,0,RU,medium
7.87,7.35,24.15,6345.15,1.59,0,PK,medium
6.83,9.89,19.44,7093.28,2.62,0,RU,medium
4.61,9.05,15.16,7180.73,1.63,1,TR,medium
4.19,8.17,20.3,6725.94,1.84,0,UK,medium
7.23,0,0,7455.67,2.36,1,IN,medium
6.8,7.57,20.85,7671.91,1.62,1,PK,medium
7.69,9.19,20.63,8203.07,1.65,0,RU,medium
6.96,7.18,0,5067.65,1.67,2,TR,medium
4.04,6.36,22.92,7042.17,1.22,0,CL,medium
6.14,9.5,26.63,5502.09,2.39,3,IN,medium
7.83,7.64,13.64,4577.31,1.92,0,PK,medium
4.22,8.61,24.12,7356.38,1.6,2,CL,medium
4.64,8.89,21.95,7948.22,2.54,0,IN,medium
5.18,7.37,28.64,4874.42,2.19,2,UK,medium
7.8,7.13,19.12,6065.81,1.59,0,BR,medium
4.92,9.02,10.99,7590.89,2.18,0,UK,medium
4.59,8.39,29.19,4561.07,1.67,0,PK,medium
4.83,6.47,28.65,4902.92,2.56,0,IN,medium
4.05,8.88,12.72,8079.18,1.24,3,PK,medium
7.74,7.17,17.78,5868.44,1.16,0,TR,medium
4.67,6.15,0,0,0,3,BR,medium
7.88,8.1,18.58,6008.19,1.14,3,TR,medium
6.55,6.52,19.98,6860.47,1.74,2,BR,medium
6.95,8.88,22.64,4654.82,2.68,2,TR,medium
5.31,7.86,28.63,7055.83,2.83,1,IN,medium
6.17,7.7,25.04,7909.66,1.93,2,BR,medium
5.74,8.07,12.58,5607.21,2,0,US,medium
7.76,6.54,21.41,5283.72,1.02,0,BR,medium
6.09,9.29,29.62,6795.63,2.58,2,US,medium
0,0,0,4931.89,1.17,2,UK,medium
4.55,7.49,28.77,7817.98,2.89,0,RU,medium
5.06,8.78,29.85,6189.08,2.02,0,CL,medium
